ID,status,superkingdom,phylum,class,order,family,genus,species,strain
TARA_SOC_Bin_00058-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00059-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00060-contigs.fa,found,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. SCGC AAA160-P02,
TARA_SOC_Bin_00061-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00062-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00063-contigs.fa,found,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,unassigned,marine gamma proteobacterium ASP10-03a,
TARA_SOC_Bin_00064-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00065-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00066-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00067-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00068-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00069-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00070-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00071-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00072-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00073-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00074-contigs.fa,found,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. IMCC9063,
TARA_SOC_Bin_00075-contigs.fa,found,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,unassigned,marine gamma proteobacterium ASP10-03a,
TARA_SOC_Bin_00076-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00077-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00078-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00079-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00080-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00081-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00082-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00083-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00084-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00085-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00086-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00087-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00088-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00089-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00090-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00091-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00092-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00093-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00094-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00095-contigs.fa,found,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,unassigned,Cryomorphaceae bacterium ASP10-05a,
TARA_SOC_Bin_00096-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00097-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00098-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00099-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00100-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00101-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00102-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00103-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00104-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00105-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00106-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00107-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00108-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00109-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00110-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00111-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00112-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00113-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00114-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00115-contigs.fa,found,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,unassigned,marine gamma proteobacterium ASP10-03a,
TARA_SOC_Bin_00116-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00117-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00118-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00119-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00120-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00121-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00122-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00123-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00124-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00125-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00126-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00127-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00128-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00129-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00130-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00131-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00132-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00133-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00134-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00135-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00136-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00137-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00138-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00139-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00140-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00141-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00142-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00143-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00144-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00145-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00146-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00147-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00148-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00149-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00150-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00151-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00152-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00153-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00154-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00155-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00156-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00157-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00158-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00159-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00160-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00161-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00162-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00163-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00164-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00165-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00166-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00167-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00168-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00169-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00170-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00171-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00172-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00173-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00174-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00175-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00176-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00177-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00178-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00179-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00180-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00181-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00182-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00183-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00184-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00185-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00186-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00187-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00188-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00189-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00190-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00191-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00192-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00193-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00194-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00195-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00196-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00197-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00198-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00199-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00200-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00201-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00202-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00203-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00204-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00205-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00206-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00207-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00208-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00209-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00210-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00211-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00212-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00213-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00214-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00215-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00216-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00217-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00218-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00219-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00220-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00221-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00222-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00223-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00224-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00225-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00226-contigs.fa,found,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,unassigned,marine gamma proteobacterium ASP10-03a,
TARA_SOC_Bin_00227-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00228-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00229-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00230-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00231-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00232-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00233-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00234-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00235-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00236-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00237-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00238-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00239-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00240-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00241-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00242-contigs.fa,found,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unassigned,Rhodobacteraceae bacterium ASP10-04a,
TARA_SOC_Bin_00243-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00244-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00245-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00246-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00247-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00248-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00249-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00250-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00251-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00252-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00253-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00254-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00255-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00256-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00257-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00258-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00259-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00260-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00261-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00262-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00263-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00264-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00265-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00266-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00267-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00268-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00269-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00270-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00271-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00272-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00273-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00274-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00275-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00276-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00277-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00278-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00279-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00280-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00281-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00282-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00283-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00284-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00285-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00286-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00287-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00288-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00289-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00290-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00291-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00292-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00293-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00294-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00295-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00296-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00297-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00298-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00299-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00300-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00301-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00302-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00303-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00304-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00305-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00306-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00307-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00308-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00309-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00310-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00311-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00312-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00313-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00314-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00315-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00316-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00317-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00318-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00319-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00320-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00321-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00322-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00323-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00324-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00325-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00326-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00327-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00328-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00329-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00330-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00331-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00332-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00333-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00334-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00335-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00336-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00337-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00338-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00339-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00340-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00341-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00342-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00343-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00344-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00345-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00346-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00347-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00348-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00349-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00350-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00351-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00352-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00353-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00354-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00355-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00356-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00357-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00358-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00359-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00360-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00361-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00362-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00363-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00364-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00365-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00366-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00367-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00368-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00369-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00370-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00371-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00372-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00373-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00374-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00375-contigs.fa,nomatch,,,,,,,,
TARA_SOC_Bin_00376-contigs.fa,nomatch,,,,,,,,
